Country,Year, Electricity/Heat  (MtCO??), Manufacturing/Construction  (MtCO??), Transportation  (MtCO??), Other Fuel Combustion  (MtCO??), Fugitive Emissions (MtCO??)
Ireland,2005,15.48,5.61,12.53,10.35,0
Israel,2005,39.74,1.57,9.88,7.48,0.03526
Italy,2005,177.19,72.02,122.35,89.24,0
Jamaica,2005,4.26,0.53,2.18,3.27,0
Japan,2005,512.16,266,245.21,189.66,0
Jordan,2005,7.05,2.97,4.8,3.2,0
Kazakhstan,2005,97.75,39.96,9.46,9.88,0
Kenya,2005,1.72,1.9,2.93,1.02,0
Kiribati,2005,,,,,0
Korea (North),2005,12.01,46.27,1.29,14.26,0
Korea (South),2005,225.07,89.52,86.16,68.37,0
Kuwait,2005,44.42,17.21,8.08,0.43,1.77354
Kyrgyzstan,2005,1.51,1.39,1.13,0.82,0
Laos,2005,,,,,0
Latvia,2005,2.19,1.13,3.01,1.24,0
Lebanon,2005,7.35,1.9,4,1.24,0
Lesotho,2005,,,,,0
Liberia,2005,,,,,0
Libya,2005,24.33,5.74,12.62,2.43,4.58284
Lithuania,2005,5.82,2.43,4.06,1.18,0
Luxembourg,2005,1.35,1.18,7.14,1.71,0
"Macedonia, FYR",2005,6.01,1.13,1.02,0.62,0
Madagascar,2005,,,,,0
Malawi,2005,,,,,0
Malaysia,2005,69.65,37.6,39.07,4.57,2.92948
Maldives,2005,,,,,0
Mali,2005,,,,,0
Malta,2005,2.32,0.01,0.32,0.06,0
Mauritania,2005,,,,,0
Mauritius,2005,,,,,0
Mexico,2005,168.92,55.69,129.61,31.54,3.36072
Moldova,2005,3.79,0.7,0.89,2.31,0
Mongolia,2005,6.71,0.61,1.16,0.99,0
Montenegro,2005,1.1,0.1,0.47,0.01,
Morocco,2005,16.66,6.81,10.09,5.89,0
Mozambique,2005,0.02,0.27,1.03,0.2,0
Myanmar,2005,2.94,2.17,4.65,0.8,0.36653
Namibia,2005,0.05,0.22,1.53,0.67,0
Nauru,2005,,,,,0
Nepal,2005,0.02,1,0.83,1.19,0
Netherlands,2005,72.23,40.38,34.04,36.01,0.06218
New Zealand,2005,11.65,5.49,13.39,3.34,0.02715
Nicaragua,2005,1.57,0.67,1.44,0.35,0
Niger,2005,,,,,0
Nigeria,2005,17.73,4.43,27.42,5.63,40.79153
Niue,2005,,,,,0
Norway,2005,11.96,7.93,12.94,3.53,1.12046
Oman,2005,17.37,6.04,3.63,1.18,1.75581
Pakistan,2005,37.23,41.27,28.67,13.32,0
Palau,2005,,,,,
Panama,2005,1.6,1.96,2.83,0.43,0
Papua New Guinea,2005,,,,,0
Paraguay,2005,0,0.23,3.02,0.19,0
Peru,2005,7.41,8.46,9.97,3.04,0.52424
Philippines,2005,30.33,10.35,24.9,5.13,0.35749
Poland,2005,169.37,39.06,34.4,50.06,0.03359
Portugal,2005,27.69,9.59,19.06,6.47,0
Qatar,2005,20.7,10.86,4.68,0.16,7.53391
Romania,2005,48.16,23.69,11.99,11.39,0
Russian Federation,2005,934.28,201.58,219.04,156.92,26.67046
Rwanda,2005,,,,,0
Saint Kitts & Nevis,2005,,,,,0
Saint Lucia,2005,,,,,0
Saint Vincent & Grenadines,2005,,,,,0
Samoa,2005,,,,,0
Sao Tome & Principe,2005,,,,,0
Saudi Arabia,2005,175.79,70.54,74.98,4,0.35471
Senegal,2005,1.92,0.77,1.45,0.51,0
Serbia,2005,32.39,7.27,6.49,3,
Seychelles,2005,,,,,0
Sierra Leone,2005,,,,,0
Singapore,2005,26.62,16.27,6.36,0.35,0
Slovakia,2005,15.76,9.56,6.45,6.33,0.00187
Slovenia,2005,6.19,2.71,4.27,2.43,0
Solomon Islands,2005,,,,,0
South Africa,2005,210.08,50.42,42.7,26.01,0.26603
Spain,2005,129.51,64.37,108.69,36.87,0
Sri Lanka,2005,4.61,1.34,6.25,1.22,0
Sudan,2005,2.78,1.02,4.26,1.68,0
Suriname,2005,,,,,0
Swaziland,2005,,,,,0
Sweden,2005,11.45,11.83,22.49,4.58,0
Switzerland,2005,3.88,6.07,16.45,18.18,0
Syria,2005,23.05,7.76,13.49,10.61,0.4927
Taiwan,2005,159.65,53.99,37.42,11.49,0
Tajikistan,2005,0.59,0,0.12,1.63,0
Tanzania,2005,1.25,0.58,2.67,0.55,0.01507
Thailand,2005,84.05,57.53,54.39,14.82,0
Togo,2005,0.07,0.12,0.61,0.19,0
Tonga,2005,,,,,0
Trinidad & Tobago,2005,11.82,19.72,1.97,0.39,2.32578
Tunisia,2005,6.14,5.39,4.54,4.11,0.71446
Turkey,2005,79.98,56.64,37.19,42.55,0.00536
Turkmenistan,2005,18.67,2.78,6.64,19.73,0
Uganda,2005,,,,,0
Ukraine,2005,136.43,89.57,30.32,49.28,0
United Arab Emirates,2005,53.12,33.15,21.99,0.13,1.58383
United Kingdom,2005,239.92,61.74,126.27,105,3.02692
United States of America,2005,2732.8,630.69,1789.87,618.29,6.69238
Uruguay,2005,1.18,0.76,2.28,1.08,0
Uzbekistan,2005,40.36,17.02,8.65,42.53,0
Vanuatu,2005,,,,,0
Venezuela,2005,55.05,42.03,42.08,9,14.65558
Vietnam,2005,23.96,25.39,19.05,11.35,0.63048
Yemen,2005,5.36,2.66,5.52,5.11,0
Zambia,2005,0.11,0.88,0.91,0.19,0
Zimbabwe,2005,5.94,1.72,1.29,1.32,0
World,2005,12425.43,5438.01,5424.59,3239.98,215.41402
European Union (15),2005,1269.27,524.89,835.91,629.15,5.63347
European Union (28),2005,1656.6,649.33,946.53,739.03,5.70569
Afghanistan,2006,,,,,0
Albania,2006,0.27,0.78,1.9,0.95,0
Algeria,2006,34.16,10.85,25.38,12.11,6.46666
Angola,2006,1.09,2.25,3.23,1.94,11.52804
Antigua & Barbuda,2006,,,,,0
Argentina,2006,50.6,38.06,39.86,32.57,1.25374
Armenia,2006,0.9,1.45,0.66,1.14,0
Australia,2006,238.82,47.56,80.41,17.99,0.39533
Austria,2006,24.35,12.61,23.18,12.36,0
Azerbaijan,2006,16.91,2.58,4.85,5.94,0
Bahamas,2006,,,,,0
Bahrain,2006,11.9,5.46,2.59,0.19,0
Bangladesh,2006,17.26,10.61,4.97,6.76,0
Barbados,2006,,,,,0
Belarus,2006,36.47,13.44,8.97,7.23,0
Belgium,2006,28.93,28.07,25.22,27.84,0
Belize,2006,,,,,0
Benin,2006,0.11,0.13,1.94,1.03,0
Bhutan,2006,,,,,0
Bolivia,2006,2.95,1.19,3.9,2.22,0.27255
Bosnia & Herzegovina,2006,11.7,1.17,2.86,1.5,0
Botswana,2006,1.67,1.01,1.57,0.19,0
Brazil,2006,58.87,96.33,138.59,34.12,3.40329
Brunei,2006,4.21,1.9,1.02,0.07,0
Bulgaria,2006,28.53,8.54,8.04,2.32,0
Burkina Faso,2006,,,,,0
Burundi,2006,,,,,0
Cambodia,2006,0.94,0.14,1.6,0.27,0
Cameroon,2006,0.61,0.25,1.85,0.41,3.44068
Canada,2006,182.85,93.67,158.79,100.93,3.75358
Cape Verde,2006,,,,,0
Central African Republic,2006,,,,,0
Chad,2006,,,,,0
Chile,2006,20.88,16.5,18.1,4.38,0.0912
China,2006,3042.92,1948.66,418.85,503.05,0
Colombia,2006,12.41,17.8,21.2,6.74,0.56536
Comoros,2006,,,,,0
Congo,2006,0.05,0.07,0.83,0.06,3.9018
"Congo, Dem. Republic",2006,0.02,0.9,1.18,0.31,0
Cook Islands,2006,,,,,0
Costa Rica,2006,0.56,0.97,3.92,0.45,0
Cote d'Ivoire,2006,2.34,0.57,1.31,1.63,0
Croatia,2006,6.93,4.33,5.9,3.6,0
Cuba,2006,12.98,8.01,1.81,2.78,0.18205
Cyprus,2006,3.53,0.87,1.99,0.68,0
Czech Republic,2006,66.38,22.86,17.53,13.89,0
Denmark,2006,31.26,5.34,13.42,6.17,0.37129
Djibouti,2006,,,,,0
Dominica,2006,,,,,0
Dominican Republic,2006,9.36,1.47,5.32,2.36,0
Ecuador,2006,6.29,3.62,11.71,3.24,1.74051
Egypt,2006,66.29,44.75,32.26,17.73,1.41884
El Salvador,2006,1.81,1.21,2.91,0.59,0
Equatorial Guinea,2006,,,,,2.18459
Eritrea,2006,0.26,0.03,0.14,0.08,0
Estonia,2006,11.38,1.23,2.28,0.64,0
Ethiopia,2006,0.01,1.33,2.23,1.22,0
Fiji,2006,,,,,0
Finland,2006,37.49,10.73,12.82,5.62,0
France,2006,68.81,74.2,130.32,106.17,0
Gabon,2006,0.61,0.66,0.34,0.19,2.11156
Gambia,2006,,,,,0
Georgia,2006,1.53,0.72,1.56,0.97,0
Germany,2006,373.75,122.05,152.48,165.2,2.16
Ghana,2006,2.41,1.15,3.56,0.7,0
Greece,2006,48.38,9.68,22.23,13.8,0
Grenada,2006,,,,,0
Guatemala,2006,2.88,1.88,5.18,0.58,0
Guinea,2006,,,,,0
Guinea-Bissau,2006,,,,,0
Guyana,2006,,,,,0
Haiti,2006,0.17,0.4,1.16,0.28,0
Honduras,2006,1.59,1.31,2.22,1.2,0
Hungary,2006,20.05,7.53,12.52,15.77,0.00668
Iceland,2006,0.01,0.72,0.89,0.62,0
India,2006,729.19,295.71,111.71,120.98,1.6181
Indonesia,2006,128.71,118.18,70.27,36.61,6.06483
Iran,2006,137.02,69.86,110.01,138.15,29.0661
Iraq,2006,16.71,6.39,24.55,11.07,13.65629
Ireland,2006,15.18,5.84,13.59,10.56,0
Israel,2006,42.02,1.76,9.94,8.25,0.05289
Italy,2006,179.12,68.43,123.52,83.5,0
Jamaica,2006,3.62,0.6,2.13,5.32,0
Japan,2006,502.16,269.29,241.61,184.11,0
Jordan,2006,7.65,3.02,4.71,3.04,0
Kazakhstan,2006,116.93,28.48,10.43,17.88,0
Kenya,2006,1.93,2.44,3.29,0.96,0
Kiribati,2006,,,,,0
Korea (North),2006,11.99,47.39,0.99,14.61,0
Korea (South),2006,232.95,95.12,86.1,62.53,0
Kuwait,2006,46.78,13.25,9.16,0.43,1.59619
Kyrgyzstan,2006,1.52,1.27,1.16,0.74,0
Laos,2006,,,,,0
Latvia,2006,2.22,1.18,3.32,1.3,0
Lebanon,2006,8.2,0.84,3.85,0.76,0
Lesotho,2006,,,,,0
Liberia,2006,,,,,0
Libya,2006,24.34,6.15,12.62,2.4,5.28516
Lithuania,2006,5.34,2.61,4.33,1.31,0
Luxembourg,2006,1.42,1.26,6.83,1.69,0
"Macedonia, FYR",2006,5.97,1.25,1.02,0.54,0
Madagascar,2006,,,,,0
Malawi,2006,,,,,0
Malaysia,2006,73.99,40.99,37.3,5.2,2.74639
Maldives,2006,,,,,0
Mali,2006,,,,,0
Malta,2006,2.16,0.01,0.35,0.06,0
Mauritania,2006,,,,,0
Mauritius,2006,,,,,0
Mexico,2006,166.06,59.5,136.99,32.39,4.56162
Moldova,2006,3.84,0.61,0.95,2.09,0
Mongolia,2006,6.75,1.3,1.3,1.13,0
Montenegro,2006,1.27,0.23,0.46,0.07,0
Morocco,2006,16.74,6.53,10.4,6.16,0
Mozambique,2006,0.02,0.31,1.12,0.18,0
Myanmar,2006,2.85,2.11,3.95,0.76,0.2749
Namibia,2006,0.14,0.24,1.38,0.7,0
Nauru,2006,,,,,0
Nepal,2006,0.01,0.61,0.88,0.98,0
Netherlands,2006,70.36,36.59,35.23,36.15,0.04824
New Zealand,2006,11.61,5.64,13.54,3.23,0.01812
Nicaragua,2006,1.68,0.71,1.48,0.36,0
Niger,2006,,,,,0
Nigeria,2006,17.62,4.34,23.2,5.13,39.55005
Niue,2006,,,,,0
Norway,2006,12.38,7.98,13.54,3.52,1.11629
Oman,2006,18.63,11.99,4.05,1.24,2.53617
Pakistan,2006,42.27,44.4,29.07,14.14,0
Palau,2006,,,,,
Panama,2006,1.86,1.76,3.01,0.57,0
Papua New Guinea,2006,,,,,0
Paraguay,2006,0,0.18,3.2,0.31,0
Peru,2006,6.94,8.05,10.71,2.7,0.62909
Philippines,2006,26.17,10.65,23.13,4.89,0.35749
Poland,2006,174.91,38.85,38.09,52.47,0.02932
Portugal,2006,23.07,8.94,18.98,5.37,0
Qatar,2006,24.68,11.51,5.59,0.19,5.9885
Romania,2006,50.01,21.88,12.44,12.52,0
Russian Federation,2006,979.02,200.55,227.23,159.75,27.83005
Rwanda,2006,,,,,0
Saint Kitts & Nevis,2006,,,,,0
Saint Lucia,2006,,,,,0
Saint Vincent & Grenadines,2006,,,,,0
Samoa,2006,,,,,0
Sao Tome & Principe,2006,,,,,0
Saudi Arabia,2006,181.59,77.05,81.03,3.87,0.12415
Senegal,2006,1.85,0.58,1.54,0.48,0
Serbia,2006,34.19,8.39,7.02,1.99,0
Seychelles,2006,,,,,0
Sierra Leone,2006,,,,,0
Singapore,2006,26.97,19.22,6.74,0.33,0
Slovakia,2006,15.37,9.64,6.06,6.4,0.00985
Slovenia,2006,6.33,2.85,4.5,2.23,0
Solomon Islands,2006,,,,,0
South Africa,2006,211.47,46.12,43.94,28.22,0
Spain,2006,128.14,53.77,112.47,37.48,0
Sri Lanka,2006,3.38,1.35,5.93,1.21,0
Sudan,2006,3.5,1.35,5.23,1.96,0
Suriname,2006,,,,,0
Swaziland,2006,,,,,0
Sweden,2006,11.69,10.74,22.44,3.15,0
Switzerland,2006,4.18,6.32,16.57,17.16,0
Syria,2006,24.57,8.23,14.32,10.85,0.43991
Taiwan,2006,166.72,55.26,37.35,10.43,0
Tajikistan,2006,0.59,0,0.16,1.79,0
Tanzania,2006,1.44,0.64,2.84,0.58,0.01004
Thailand,2006,85.75,60.92,50.74,15.5,0
Togo,2006,0.1,0.09,0.57,0.13,0
Tonga,2006,,,,,0
Trinidad & Tobago,2006,13.93,22,2.14,0.51,2.45297
Tunisia,2006,6.64,5.51,4.51,3.9,0.81653
Turkey,2006,88.85,62.65,42.15,46.01,0.00536
Turkmenistan,2006,19.42,2.91,6.51,20.08,0
Uganda,2006,,,,,0
Ukraine,2006,135.78,93.56,29.96,50.99,0
United Arab Emirates,2006,56.69,34.67,23.09,0.13,1.72947
United Kingdom,2006,245.28,61.48,127.88,100.04,2.8705
United States of America,2006,2670.04,660.16,1788.16,566.58,7.25476
Uruguay,2006,2.02,0.72,2.37,1.1,0
Uzbekistan,2006,41.42,18,8.7,44.37,0
Vanuatu,2006,,,,,0
Venezuela,2006,57.5,39.72,48.35,6,6.6268
Vietnam,2006,26.31,25.59,19,11.24,1.44109
Yemen,2006,5.6,2.89,5.16,5.34,0
Zambia,2006,0.09,0.75,0.96,0.17,0
Zimbabwe,2006,3.83,2.11,1.25,2.21,0
World,2006,12904.27,5665.51,5518.83,3221.38,212.05495
European Union (15),2006,1287.23,509.73,840.61,615.1,5.45003
European Union (28),2006,1680.37,632.11,957.96,728.29,5.49588
Afghanistan,2007,,,,,0
Albania,2007,0.33,0.73,2.07,0.74,0
Algeria,2007,33.9,11.87,27.33,13.51,9.1611
Angola,2007,1.21,2.43,3.82,2.31,12.94688
Antigua & Barbuda,2007,,,,,0
Argentina,2007,55.84,37.96,40.55,32.93,1.54446
Armenia,2007,1.08,1.18,1.05,1.48,0
Australia,2007,245.8,48.21,82.72,18.12,0.35443
Austria,2007,23.93,12.11,23.37,10.6,0
Azerbaijan,2007,14.51,2.5,3.77,6.07,0
Bahamas,2007,,,,,0
Bahrain,2007,13.23,4.95,2.82,0.19,0
Bangladesh,2007,18.64,11.57,5.62,7.4,0
Barbados,2007,,,,,0
Belarus,2007,34.53,13.03,9.06,7.28,0
Belgium,2007,28.78,27.71,25.02,24.55,0
Belize,2007,,,,,0
Benin,2007,0.15,0.13,2.41,1.06,0
Bhutan,2007,,,,,0
Bolivia,2007,3.25,1.29,4.38,2.27,0.25438
Bosnia & Herzegovina,2007,12.24,1.24,3.02,1.65,0
Botswana,2007,1.15,1.27,1.71,0.31,0
Brazil,2007,58.12,104.56,144.21,35.71,3.56886
Brunei,2007,3.77,1.84,1.11,0.11,0
Bulgaria,2007,31.82,8.94,7.88,2.04,0
Burkina Faso,2007,,,,,0
Burundi,2007,,,,,0
Cambodia,2007,1.2,0.17,1.73,0.3,0
Cameroon,2007,1.33,0.29,2.12,0.37,3.44068
Canada,2007,189.82,102.64,164.27,106.08,3.42834
Cape Verde,2007,,,,,0
Central African Republic,2007,,,,,0
Chad,2007,,,,,0
Chile,2007,27.82,14.85,19.61,4.85,0.34838
China,2007,3294.33,2048.02,454.29,519.81,0
Colombia,2007,12.6,17.39,21.67,6.77,0.56536
Comoros,2007,,,,,0
Congo,2007,0.05,0.06,0.88,0.07,3.9018
"Congo, Dem. Republic",2007,0.03,0.95,1.32,0.31,0
Cook Islands,2007,,,,,0
Costa Rica,2007,0.73,1.18,4.21,0.47,0
Cote d'Ivoire,2007,2.45,0.45,1.29,1.46,0
Croatia,2007,8.04,4.38,6.32,3.3,0
Cuba,2007,13.41,8.32,1.83,2.77,0.18205
Cyprus,2007,3.71,0.87,2.12,0.65,0
Czech Republic,2007,71.44,20.77,18.49,11.32,0
Denmark,2007,26.65,5.16,14.02,5.7,0.31715
Djibouti,2007,,,,,0
Dominica,2007,,,,,0
Dominican Republic,2007,9.48,1.76,5.29,2.3,0
Ecuador,2007,7.08,2.95,12.63,3.31,1.74051
Egypt,2007,68.56,49.84,36,19.37,1.50751
El Salvador,2007,1.89,1.43,3.12,0.49,0
Equatorial Guinea,2007,,,,,1.45639
Eritrea,2007,0.27,0.02,0.12,0.07,0
Estonia,2007,14.72,1.52,2.41,0.61,0
Ethiopia,2007,0.16,1.44,2.42,1.34,0
Fiji,2007,,,,,0
Finland,2007,35.6,10.55,13.16,5.28,0
France,2007,71.15,74,129.62,98.31,0
Gabon,2007,0.76,0.56,0.39,0.22,1.9356
Gambia,2007,,,,,0
Georgia,2007,1.76,0.62,1.99,1.12,0
Germany,2007,386.52,123.57,148.23,128.93,2.06554
Ghana,2007,2.63,1.16,3.75,0.69,0
Greece,2007,51.66,10.83,22.78,12.55,0
Grenada,2007,,,,,0
Guatemala,2007,3.31,1.99,5.47,0.59,0
Guinea,2007,,,,,0
Guinea-Bissau,2007,,,,,0
Guyana,2007,,,,,0
Haiti,2007,0.17,0.41,1.18,0.28,0
Honduras,2007,2.65,1.75,3.17,0.47,0
Hungary,2007,20.73,7.47,12.93,13,0.01331
Iceland,2007,0.02,0.69,0.96,0.64,0
India,2007,794.18,314.51,119.44,128.44,1.65406
Indonesia,2007,137.02,119.33,73.96,37.21,5.24987
Iran,2007,144.6,85.74,109.43,148.61,28.81822
Iraq,2007,17.54,8.31,29.06,10.69,12.76952
Ireland,2007,14.8,5.28,14.24,10.18,0
Israel,2007,43.57,1.75,10.49,8.3,0.05289
Italy,2007,178.9,67.44,124.11,76.82,0
Jamaica,2007,3.68,0.58,2.06,5.36,0
Japan,2007,556.9,264.85,235.62,176.12,0
Jordan,2007,8.31,2.98,5.04,2.9,0
Kazakhstan,2007,113.57,39.91,11.98,22.58,0
Kenya,2007,1.92,2.26,3.35,1,0
Kiribati,2007,,,,,0
Korea (North),2007,10.13,38.75,1.18,11.95,0
Korea (South),2007,249.62,91.63,88.47,60.72,0
Kuwait,2007,48.24,11.95,9.47,0.46,0.44339
Kyrgyzstan,2007,1.54,1.17,1.78,0.77,0
Laos,2007,,,,,0
Latvia,2007,2.09,1.19,3.75,1.3,0
Lebanon,2007,7.99,0.64,3.03,0.35,0
Lesotho,2007,,,,,0
Liberia,2007,,,,,0
Libya,2007,22.62,6.23,13.07,2.46,5.15924
Lithuania,2007,4.81,3.31,5.02,1.28,0
Luxembourg,2007,1.27,1.16,6.57,1.61,0
"Macedonia, FYR",2007,6.1,1.46,1.17,0.5,0
Madagascar,2007,,,,,0
Malawi,2007,,,,,0
Malaysia,2007,80.55,44.51,39.98,6.71,2.3802
Maldives,2007,,,,,0
Mali,2007,,,,,0
Malta,2007,2.32,0.01,0.33,0.06,0
Mauritania,2007,,,,,0
Mauritius,2007,,,,,0
Mexico,2007,171.76,61.29,144.8,32.25,10.07769
Moldova,2007,3.75,0.62,1.07,1.97,0
Mongolia,2007,7.25,1.25,1.57,1.02,0
Montenegro,2007,0.98,0.14,0.6,0.03,0
Morocco,2007,16.54,7.17,11.05,6.75,0
Mozambique,2007,0.01,0.38,1.38,0.33,0
Myanmar,2007,2.85,2.08,4.43,0.76,0.18327
Namibia,2007,0.17,0.25,1.4,0.73,0
Nauru,2007,,,,,0
Nepal,2007,0.01,0.79,0.9,0.84,0
Netherlands,2007,68.62,43.78,34.46,34.09,0.11671
New Zealand,2007,10.09,5.95,13.67,3.11,0.18536
Nicaragua,2007,1.79,0.66,1.53,0.38,0
Niger,2007,,,,,0
Nigeria,2007,17.07,4.13,21.6,4.46,39.55005
Niue,2007,,,,,0
Norway,2007,12.72,7.89,14.13,3.27,1.11107
Oman,2007,19,14.05,6.23,0.72,2.48296
Pakistan,2007,43.14,48.82,34.28,15.24,0
Palau,2007,,,,,
Panama,2007,2.05,1.69,2.78,0.53,0
Papua New Guinea,2007,,,,,0
Paraguay,2007,0,0.08,3.43,0.33,0
Peru,2007,7.85,9.24,11.17,2.67,0.62909
Philippines,2007,28.61,13.02,21.75,4.92,0.35749
Poland,2007,171.89,41.14,42.09,48.53,0.02936
Portugal,2007,22.02,9.55,19.1,5.25,0
Qatar,2007,27.06,13.68,7.08,0.19,6.18167
Romania,2007,48.62,21.75,13.22,11.04,0
Russian Federation,2007,953.14,219.42,228.77,165,30.14922
Rwanda,2007,,,,,0
Saint Kitts & Nevis,2007,,,,,0
Saint Lucia,2007,,,,,0
Saint Vincent & Grenadines,2007,,,,,0
Samoa,2007,,,,,0
Sao Tome & Principe,2007,,,,,0
Saudi Arabia,2007,184.44,76.66,90.37,3.91,0.35471
Senegal,2007,1.72,0.83,2.01,0.41,0
Serbia,2007,30.69,8.6,5.49,4.88,0
Seychelles,2007,,,,,0
Sierra Leone,2007,,,,,0
Singapore,2007,27.69,18.81,7.19,0.34,0
Slovakia,2007,14.6,9.69,6.63,5.97,0.02949
Slovenia,2007,6.43,2.59,5.07,1.76,0
Solomon Islands,2007,,,,,0
South Africa,2007,218.53,53.62,48.12,34.88,0
Spain,2007,135.74,57.03,115.46,35.48,0
Sri Lanka,2007,4.07,1.32,6.5,1.11,0
Sudan,2007,3.48,1.31,5.82,2.06,0
Suriname,2007,,,,,0
Swaziland,2007,,,,,0
Sweden,2007,10.11,10.67,22.72,2.84,0
Switzerland,2007,3.86,6.19,16.91,15.27,0
Syria,2007,26.4,9.33,14.95,10.92,0.26395
Taiwan,2007,170.18,58.87,35.97,9.91,0
Tajikistan,2007,0.59,0,0.28,2.24,0
Tanzania,2007,0.95,0.68,3.06,0.63,0
Thailand,2007,95.26,52.02,53.74,16.41,0
Togo,2007,0.08,0.05,0.64,0.13,0
Tonga,2007,,,,,0
Trinidad & Tobago,2007,13.36,24.11,2.67,0.47,1.90786
Tunisia,2007,7.16,5.31,4.76,3.93,0.44909
Turkey,2007,104.8,62.37,47.97,49.84,0.00536
Turkmenistan,2007,21.08,3.22,6.92,24.28,0
Uganda,2007,,,,,0
Ukraine,2007,136.14,100.14,31.88,45.77,0
United Arab Emirates,2007,56.82,47.53,24.26,0.17,1.62024
United Kingdom,2007,239.09,59.71,128.53,95.5,1.29625
United States of America,2007,2732.35,648.44,1788.52,593.4,8.03428
Uruguay,2007,1.25,0.83,2.55,1.16,0
Uzbekistan,2007,41.38,17.45,8.7,44.83,0
Vanuatu,2007,,,,,0
Venezuela,2007,57.69,22.13,42.87,11.91,14.87716
Vietnam,2007,28.53,29.16,22.22,11.42,1.08082
Yemen,2007,5.68,3.16,5.46,5.8,0
Zambia,2007,0.07,0.75,0.46,0.14,0
Zimbabwe,2007,3.34,2.26,1.21,2.56,0
World,2007,13449.88,5865.75,5654.01,3233.13,226.23326
European Union (15),2007,1294.84,518.55,841.39,547.69,3.79565
European Union (28),2007,1696.06,642.18,967.65,648.55,3.86781
Afghanistan,2008,,,,,0
Albania,2008,0.28,0.6,2.26,0.67,0
Algeria,2008,35.22,12.07,28.89,13.39,9.70586
Angola,2008,1.61,2.28,5.1,2.94,12.27293
Antigua & Barbuda,2008,,,,,0
Argentina,2008,61.28,36.69,43.27,37.09,1.56263
Armenia,2008,1.03,1.36,1.25,1.62,0
Australia,2008,244.95,49.72,84.4,18.26,0.36806
Austria,2008,23.96,13.41,22.04,11.2,0
Azerbaijan,2008,13.97,3.05,4.79,7.39,0
Bahamas,2008,,,,,0
Bahrain,2008,12.1,6.97,3.08,0.21,0
Bangladesh,2008,20.3,12.28,6.52,7.74,0
Barbados,2008,,,,,0
Belarus,2008,35.36,11.1,10.29,7.52,0
Belgium,2008,28.23,28.05,27.09,28.22,0
Belize,2008,,,,,0
Benin,2008,0.16,0.12,2.42,1.1,0
Bhutan,2008,,,,,0
Bolivia,2008,3.46,1.31,4.89,2.47,0.28527
Bosnia & Herzegovina,2008,13.29,1.31,3.35,1.99,0
Botswana,2008,1.13,1.21,1.97,0.2,0
Brazil,2008,69.15,105.71,149.54,37.59,4.01037
Brunei,2008,3.94,1.92,1.12,0.24,0
Bulgaria,2008,31.66,7.38,8.26,1.8,0
Burkina Faso,2008,,,,,0
Burundi,2008,,,,,0
Cambodia,2008,1.21,0.18,1.82,0.32,0
Cameroon,2008,1.42,0.31,2.18,0.36,3.44068
Canada,2008,190.2,93.57,161.11,107,3.31607
Cape Verde,2008,,,,,0
Central African Republic,2008,,,,,0
Chad,2008,,,,,0
Chile,2008,29.28,13.84,20.37,4.98,0.35567
China,2008,3368.92,2155.91,470,495.15,0
Colombia,2008,11.14,19.15,22.08,6.92,0.72689
Comoros,2008,,,,,0
Congo,2008,0.05,0.1,1.11,0.08,3.9018
"Congo, Dem. Republic",2008,0.03,1,1.5,0.3,0
Cook Islands,2008,,,,,0
Costa Rica,2008,0.67,1.13,4.32,0.47,0
Cote d'Ivoire,2008,2.84,0.6,1.57,1.46,0
Croatia,2008,6.93,4.48,6.17,3.4,0
Cuba,2008,13.18,7.27,1.8,2.66,0.18205
Cyprus,2008,3.86,0.93,2.16,0.63,0
Czech Republic,2008,66.88,20.32,18.28,11.81,0
Denmark,2008,24.53,4.67,13.81,5.6,0.26972
Djibouti,2008,,,,,0
Dominica,2008,,,,,0
Dominican Republic,2008,9.74,1.52,5.22,2.88,0
Ecuador,2008,6.91,4.46,12.66,3.12,1.74051
Egypt,2008,73.93,43.5,38,20.28,1.50751
El Salvador,2008,1.65,1.08,2.92,0.52,0
Equatorial Guinea,2008,,,,,1.45639
Eritrea,2008,0.23,0.02,0.11,0.06,0
Estonia,2008,13.35,1.41,2.34,0.62,0
Ethiopia,2008,0.45,1.41,2.5,1.38,0
Fiji,2008,,,,,0
Finland,2008,28.97,10.3,12.55,5.12,0
France,2008,71.74,69.32,123.66,105.37,0
Gabon,2008,0.67,0.7,0.4,0.22,1.9356
Gambia,2008,,,,,0
Georgia,2008,0.98,0.76,1.73,1.3,0
Germany,2008,366.85,123.36,147.02,157.01,1.98005
Ghana,2008,1.92,1.12,3.65,0.66,0
Greece,2008,50.73,9.19,22.06,12.28,0
Grenada,2008,,,,,0
Guatemala,2008,3.06,1.55,4.93,0.61,0
Guinea,2008,,,,,0
Guinea-Bissau,2008,,,,,0
Guyana,2008,,,,,0
Haiti,2008,0.17,0.52,1.31,0.24,0
Honduras,2008,2.68,1.5,2.94,0.68,0
Hungary,2008,19.93,7.01,12.85,13.22,0.01154
Iceland,2008,0.01,0.61,0.9,0.59,0
India,2008,835.7,351.39,130.93,133.9,1.65406
Indonesia,2008,139.46,105.65,81.48,34.79,6.08378
Iran,2008,157.13,92.37,114.07,134.1,30.86736
Iraq,2008,28.49,6.98,25.74,13.14,10.65014
Ireland,2008,14.55,5,13.4,10.84,0
Israel,2008,42.75,2.46,11.45,7.69,0.05289
Italy,2008,172.93,64.74,116.92,80.48,0
